customer_id,age,gender,employment_status,annual_income,education_level,credit_history_length,num_previous_loans,num_defaults,avg_payment_delay_days,current_credit_score,loan_amount,loan_term_months,loan_purpose,collateral_present,identity_verified_on_chain,transaction_consistency_score,fraud_alert_flag,on_chain_credit_history,default_flag
CUST02967,50,M,student,38484,High School,14,5,1,9,796,22923,60,Mortgage,Yes,1,0.81,0,6,1
CUST02968,58,F,employed,49894,Diploma,2,4,1,12,563,51705,48,Education,No,1,0.97,0,6,1
CUST02969,51,F,unemployed,22169,PhD,4,2,0,13,653,39888,24,Personal,Yes,1,0.5,0,5,0
CUST02970,56,M,employed,52603,Master,4,4,2,10,775,96115,48,Crypto-Backed,Yes,0,0.54,0,5,1
CUST02971,39,F,employed,49062,Master,15,7,1,8,627,55524,36,Mortgage,Yes,1,0.85,0,8,0
CUST02972,68,F,employed,72427,Bachelor,22,3,0,8,597,15478,36,Car Loan,Yes,1,0.59,0,6,0
CUST02973,65,M,employed,64013,High School,24,3,1,8,671,8709,60,Education,No,1,0.68,0,8,1
CUST02974,56,F,self-employed,54045,Bachelor,9,3,0,14,743,45594,60,Car Loan,No,0,0.54,1,2,0
CUST02975,50,M,self-employed,31918,Bachelor,24,1,1,7,680,29393,60,Crypto-Backed,No,1,0.99,0,11,0
CUST02976,69,M,employed,26721,Diploma,21,1,1,15,670,30292,36,Personal,Yes,0,0.83,0,6,1
CUST02977,53,M,unemployed,29124,High School,22,10,0,13,511,96119,48,Business,Yes,1,0.72,1,6,0
CUST02978,38,F,unemployed,47642,Diploma,12,1,0,6,592,10122,48,Business,No,1,0.44,0,9,0
CUST02979,69,F,employed,59413,Diploma,14,2,1,8,627,79019,36,Car Loan,Yes,1,0.87,0,2,1
CUST02980,48,F,employed,21836,High School,7,4,1,8,611,40992,24,Education,Yes,1,0.75,0,5,1
CUST02981,67,F,self-employed,27348,Diploma,19,3,0,4,576,1066,48,Crypto-Backed,Yes,1,0.81,0,10,1
CUST02982,31,M,unemployed,40501,Master,6,1,0,10,634,46084,48,Education,Yes,1,0.86,0,1,0
CUST02983,65,M,self-employed,22966,Diploma,13,2,0,15,640,61862,24,Business,No,0,0.79,1,4,0
CUST02984,53,F,self-employed,33657,Bachelor,5,3,0,15,581,68371,60,Crypto-Backed,Yes,1,0.71,0,3,1
CUST02985,37,M,employed,58671,Bachelor,7,6,1,13,722,8714,36,Mortgage,No,1,0.62,0,7,0
CUST02986,26,F,self-employed,50821,Master,14,3,0,5,623,4864,36,Education,Yes,0,0.4,0,4,0
CUST02987,24,M,employed,52442,Bachelor,16,7,0,14,673,27385,60,Mortgage,No,0,0.59,0,6,0
CUST02988,40,M,student,25232,High School,4,6,1,3,632,96542,12,Education,Yes,0,0.97,0,4,0
CUST02989,68,M,self-employed,13811,High School,11,1,0,14,678,44064,48,Mortgage,No,0,0.78,0,1,0
CUST02990,67,M,employed,33564,Bachelor,12,3,1,11,527,88759,48,Car Loan,No,1,0.75,0,5,1
CUST02991,47,M,employed,5085,High School,2,4,1,13,612,99777,48,Personal,No,1,0.81,0,4,1
CUST02992,35,F,unemployed,46788,Diploma,24,3,0,13,543,3824,48,Business,Yes,0,0.57,0,1,0
CUST02993,26,F,employed,51210,Diploma,24,4,0,17,605,99351,36,Education,No,1,0.37,0,9,0
CUST02994,67,M,self-employed,28215,High School,18,3,0,6,557,14245,12,Car Loan,Yes,1,0.77,1,8,1
CUST02995,34,F,self-employed,48731,Diploma,14,3,0,9,678,95802,24,Car Loan,No,1,0.73,0,4,0
CUST02996,31,M,unemployed,48650,Diploma,17,3,0,9,703,44065,36,Education,Yes,0,0.83,1,6,0
CUST02997,59,M,employed,23182,High School,20,3,0,7,712,80787,36,Business,Yes,1,0.59,0,3,0
CUST02998,29,M,self-employed,34002,Master,19,5,0,3,620,93708,36,Crypto-Backed,Yes,1,0.59,0,5,0
CUST02999,46,M,student,32982,PhD,6,4,0,14,656,18017,60,Crypto-Backed,No,0,0.42,0,7,0
CUST03000,36,F,retired,53992,Diploma,13,4,1,9,635,93496,24,Car Loan,Yes,1,0.91,0,7,1
CUST03001,25,M,self-employed,50985,High School,23,4,1,12,549,54514,60,Car Loan,No,1,0.72,0,7,1
CUST03002,30,F,retired,48584,PhD,19,2,0,12,750,26190,12,Personal,No,1,0.76,0,6,0
CUST03003,23,M,self-employed,31581,Bachelor,18,2,0,5,525,92049,60,Personal,No,1,0.76,0,6,0
CUST03004,33,M,employed,60485,Master,24,1,1,12,559,76511,48,Mortgage,No,1,0.84,0,8,1
CUST03005,63,F,self-employed,42718,Diploma,23,3,0,11,561,45753,24,Car Loan,Yes,1,0.75,0,4,1
CUST03006,69,M,employed,47433,Bachelor,10,7,0,11,697,52315,36,Education,Yes,1,0.81,0,7,0
CUST03007,50,M,employed,65959,Master,6,1,0,10,541,5257,24,Business,No,0,0.56,0,5,1
CUST03008,65,F,employed,49935,Bachelor,10,5,1,13,636,88120,24,Business,Yes,1,0.36,0,2,1
CUST03009,26,F,unemployed,38203,Bachelor,7,0,0,7,714,42891,24,Crypto-Backed,Yes,1,0.51,0,6,0
CUST03010,37,F,unemployed,32529,Bachelor,23,1,1,6,624,91358,60,Business,No,1,0.34,0,4,1
CUST03011,65,M,self-employed,13991,Master,9,1,0,9,566,79519,12,Education,Yes,1,0.69,0,4,0
CUST03012,39,M,employed,16504,PhD,23,5,1,10,608,17761,24,Car Loan,No,0,0.33,0,7,0
CUST03013,62,F,employed,52836,Diploma,10,7,1,15,549,24058,24,Business,No,0,0.35,0,7,1
CUST03014,55,F,employed,10361,High School,0,4,1,9,575,25998,36,Car Loan,No,1,0.72,0,5,1
CUST03015,66,M,self-employed,55169,High School,19,3,0,8,716,43289,36,Business,No,1,0.74,0,6,0
CUST03016,46,M,employed,52050,Master,9,2,0,9,651,90319,24,Crypto-Backed,Yes,1,0.58,0,2,0
CUST03017,25,F,employed,27025,Diploma,6,3,0,8,707,45133,48,Personal,No,1,0.31,1,7,1
CUST03018,49,F,employed,42723,High School,21,2,0,11,682,67437,60,Personal,No,1,0.54,0,5,0
CUST03019,57,F,unemployed,48642,Master,2,2,1,8,747,98978,48,Business,Yes,1,0.95,0,5,0
CUST03020,40,F,student,41379,Bachelor,18,2,1,9,585,83918,36,Personal,Yes,1,0.33,1,5,1
CUST03021,69,M,self-employed,58468,Master,3,2,0,11,583,85920,24,Mortgage,No,1,0.55,0,7,0
CUST03022,41,M,employed,19118,Bachelor,5,1,1,6,582,46554,36,Crypto-Backed,Yes,0,0.38,0,4,0
CUST03023,30,M,employed,47562,Diploma,0,3,0,9,654,4552,24,Education,No,1,0.7,0,3,0
CUST03024,25,M,employed,30866,High School,3,3,0,11,772,34596,60,Personal,No,1,0.81,0,6,0
CUST03025,56,F,employed,13928,Diploma,24,7,3,8,568,40181,12,Personal,No,1,0.48,0,7,1
CUST03026,26,M,employed,22596,High School,6,3,0,8,665,6117,48,Personal,Yes,1,0.33,1,3,0
CUST03027,46,F,employed,32132,Bachelor,10,5,0,11,655,94801,48,Education,No,1,0.8,0,6,0
CUST03028,24,M,employed,40348,Diploma,5,4,0,7,607,20779,48,Education,Yes,1,0.93,0,4,0
CUST03029,59,M,employed,26483,High School,4,5,2,9,590,2652,60,Education,Yes,1,0.92,0,5,1
CUST03030,59,M,employed,32408,Bachelor,11,5,0,11,591,29655,36,Business,Yes,1,0.49,0,4,0
CUST03031,55,F,self-employed,34060,Master,1,6,1,14,425,69493,12,Education,No,0,0.61,0,7,1
CUST03032,21,M,retired,26806,PhD,17,1,1,13,619,85475,60,Business,No,0,0.31,0,5,0
CUST03033,44,F,student,31501,Bachelor,21,2,2,1,729,7102,36,Education,Yes,1,0.75,0,3,0
CUST03034,56,F,employed,48594,High School,8,3,0,10,614,82104,60,Personal,No,1,0.93,0,5,0
CUST03035,26,M,employed,64734,Master,13,3,0,7,571,81885,48,Mortgage,Yes,1,0.65,1,4,1
CUST03036,61,F,student,43125,Bachelor,11,0,1,7,498,93113,36,Business,Yes,1,0.67,0,3,1
CUST03037,66,M,employed,41974,PhD,8,1,0,12,750,16877,60,Crypto-Backed,Yes,1,0.34,0,5,0
CUST03038,64,F,unemployed,38794,Bachelor,0,5,0,8,709,32988,48,Education,Yes,1,0.34,0,10,0
CUST03039,51,M,self-employed,34136,Diploma,6,3,1,11,675,81622,60,Car Loan,No,1,0.4,0,9,1
CUST03040,40,F,student,48636,PhD,6,5,1,15,489,27849,60,Car Loan,Yes,1,0.92,0,9,1
CUST03041,44,F,student,54747,Bachelor,9,3,0,9,723,49271,24,Car Loan,Yes,1,0.97,0,4,0
CUST03042,45,M,self-employed,22575,High School,1,2,1,16,650,75023,12,Education,No,1,0.67,0,5,1
CUST03043,56,M,self-employed,55574,Bachelor,3,6,1,10,571,88208,24,Car Loan,Yes,0,0.35,0,3,1
CUST03044,41,M,employed,64381,High School,7,5,0,13,485,83697,36,Car Loan,No,1,0.77,0,8,0
CUST03045,50,M,employed,24885,Bachelor,21,0,0,14,778,53322,60,Mortgage,Yes,1,0.49,0,8,0
CUST03046,44,F,employed,53810,Bachelor,13,2,0,17,708,26202,48,Business,No,1,0.35,0,6,0
CUST03047,64,F,employed,64530,High School,12,4,2,8,630,85924,48,Business,No,1,0.95,0,3,0
CUST03048,62,F,employed,50737,Master,15,0,1,7,494,63226,48,Crypto-Backed,Yes,1,0.89,1,6,1
CUST03049,50,F,employed,37360,Bachelor,6,3,0,7,592,8444,24,Education,Yes,0,0.37,0,3,0
CUST03050,42,M,student,51682,High School,9,1,1,12,575,74640,36,Mortgage,No,0,1.0,0,4,1
CUST03051,48,F,employed,27812,High School,10,1,1,5,650,71253,12,Crypto-Backed,Yes,1,0.82,0,7,1
CUST03052,27,M,employed,35311,Master,10,1,1,15,669,76994,60,Business,Yes,1,0.66,0,4,0
CUST03053,55,F,employed,29010,Diploma,5,2,0,11,673,82511,36,Business,No,1,0.38,0,3,0
CUST03054,48,M,self-employed,19791,Master,24,6,0,11,696,2702,36,Car Loan,Yes,1,1.0,0,3,0
CUST03055,34,M,employed,40622,High School,11,4,0,12,674,59086,12,Education,Yes,0,0.96,0,5,0
CUST03056,30,M,retired,44560,High School,9,1,0,10,765,58243,24,Car Loan,Yes,1,0.61,0,3,0
CUST03057,36,M,self-employed,49935,Bachelor,8,3,0,6,676,80860,36,Mortgage,Yes,0,0.72,0,3,0
CUST03058,36,M,self-employed,5000,Bachelor,21,3,0,6,705,48962,24,Business,Yes,1,0.88,0,2,0
CUST03059,51,F,employed,42740,Diploma,5,6,0,13,787,14636,36,Business,Yes,1,0.55,0,2,0
CUST03060,62,M,employed,41182,Master,8,0,1,11,688,53199,24,Crypto-Backed,Yes,1,0.91,0,5,1
CUST03061,45,F,unemployed,23638,High School,24,3,0,6,607,76935,60,Mortgage,Yes,1,0.41,0,3,0
CUST03062,33,F,employed,33333,Master,2,1,0,7,688,98628,48,Personal,Yes,1,0.91,0,5,0
CUST03063,26,M,employed,51314,Bachelor,6,3,2,11,600,29452,12,Car Loan,Yes,1,0.33,0,5,0
CUST03064,64,F,employed,41460,High School,2,2,1,7,595,65123,36,Mortgage,Yes,1,0.71,0,7,1
CUST03065,29,F,retired,39733,Bachelor,19,6,0,11,707,2665,24,Mortgage,Yes,1,0.31,0,4,0
CUST03066,65,F,employed,53393,Master,24,3,1,10,515,45271,36,Car Loan,Yes,1,0.53,0,5,0
CUST03067,56,M,student,74722,Bachelor,7,2,0,12,635,95640,36,Car Loan,Yes,1,0.66,0,10,0
CUST03068,63,M,employed,36361,Bachelor,21,4,0,12,674,92027,24,Car Loan,Yes,1,0.45,0,3,0
CUST03069,40,M,self-employed,43701,Diploma,21,6,0,12,678,67871,24,Personal,Yes,1,0.8,0,7,0
CUST03070,38,M,self-employed,26626,Bachelor,7,2,1,8,653,54591,60,Mortgage,Yes,0,0.5,0,3,0
CUST03071,63,F,employed,72171,Master,12,2,2,7,598,89246,60,Mortgage,No,1,0.51,0,8,1
CUST03072,41,F,employed,31902,Bachelor,1,2,0,11,777,86277,60,Personal,Yes,1,0.9,0,6,0
CUST03073,24,F,employed,12881,Bachelor,13,3,0,6,634,75309,12,Business,Yes,1,0.95,1,4,0
CUST03074,53,F,employed,49326,High School,4,5,0,13,613,21418,24,Education,Yes,1,0.59,0,5,0
CUST03075,47,F,unemployed,15847,Master,12,4,1,10,731,95823,60,Personal,No,0,0.77,0,4,1
CUST03076,27,F,employed,59425,High School,22,0,1,9,566,87306,48,Mortgage,Yes,1,0.56,1,6,1
CUST03077,26,M,self-employed,48839,Bachelor,12,1,0,9,648,40296,24,Business,Yes,1,0.95,0,3,0
CUST03078,35,F,employed,24581,High School,18,5,0,10,559,74129,36,Business,Yes,1,0.74,1,5,0
CUST03079,38,F,employed,50058,Bachelor,23,1,0,13,577,35039,36,Business,No,1,0.48,0,5,0
CUST03080,52,F,self-employed,34992,Bachelor,2,3,0,6,629,53037,12,Crypto-Backed,Yes,1,0.97,0,6,0
CUST03081,31,M,self-employed,46401,Bachelor,13,4,0,10,668,43716,48,Education,Yes,0,0.8,0,6,0
CUST03082,40,F,employed,20779,Master,3,1,1,14,710,69565,48,Education,Yes,1,0.78,0,3,0
CUST03083,44,F,self-employed,19857,Diploma,9,2,0,6,581,26695,36,Mortgage,Yes,1,0.37,1,7,1
CUST03084,35,M,employed,44768,High School,5,4,1,15,763,69127,36,Business,Yes,1,0.66,0,2,1
CUST03085,68,F,student,68258,PhD,5,5,0,6,646,2920,48,Business,Yes,1,0.32,0,3,0
CUST03086,27,M,employed,30322,High School,1,2,0,10,620,35483,36,Crypto-Backed,Yes,1,0.92,0,11,0
CUST03087,41,M,employed,29188,Bachelor,1,4,0,8,715,98445,60,Car Loan,Yes,1,0.96,0,8,0
CUST03088,62,F,unemployed,34919,PhD,18,1,0,14,683,70251,36,Personal,No,1,0.38,0,4,0
CUST03089,46,F,employed,20149,Master,2,2,0,13,614,8498,12,Personal,Yes,1,0.36,0,10,0
CUST03090,64,M,employed,48292,Diploma,19,3,0,5,674,81382,36,Business,No,0,0.59,0,9,0
CUST03091,34,F,employed,53530,Bachelor,3,3,1,7,645,16941,60,Mortgage,No,1,0.98,1,6,0
CUST03092,57,F,student,47233,Bachelor,3,1,0,9,632,28198,12,Education,Yes,0,0.3,0,4,0
CUST03093,41,M,retired,37453,Diploma,10,3,0,5,537,18431,60,Mortgage,Yes,1,0.59,0,3,0
CUST03094,38,M,unemployed,24627,High School,2,2,0,12,618,72934,24,Business,Yes,0,0.85,0,5,0
CUST03095,25,F,employed,70949,Master,16,3,0,6,702,26422,12,Car Loan,Yes,1,0.52,0,7,0
CUST03096,23,M,self-employed,27138,High School,8,6,0,10,686,5453,36,Crypto-Backed,No,1,0.72,0,3,0
CUST03097,43,F,employed,26782,Bachelor,13,4,0,17,690,87208,36,Crypto-Backed,Yes,1,0.59,0,4,0
CUST03098,46,F,employed,13122,Bachelor,1,4,0,10,640,40858,48,Car Loan,No,1,0.83,0,5,0
CUST03099,57,F,retired,18673,Diploma,13,5,2,5,738,82847,60,Business,Yes,1,0.31,0,1,0
CUST03100,44,F,employed,45244,High School,2,2,1,9,646,99560,12,Business,Yes,1,0.86,0,9,0
CUST03101,69,M,employed,33598,Bachelor,1,3,1,11,603,99375,12,Crypto-Backed,Yes,1,0.38,1,1,1
CUST03102,39,F,student,27041,Bachelor,21,1,0,8,698,60670,48,Mortgage,Yes,1,0.64,0,5,0
CUST03103,45,M,unemployed,28032,Bachelor,21,2,1,9,680,41981,24,Education,Yes,0,0.38,0,5,0
CUST03104,41,F,employed,32293,High School,0,4,0,10,654,90776,48,Mortgage,Yes,1,0.62,0,9,0
CUST03105,32,F,employed,30034,High School,3,4,1,9,797,87136,60,Education,Yes,1,0.94,0,8,0
CUST03106,61,M,self-employed,61040,High School,9,6,0,10,824,44610,60,Personal,Yes,1,0.55,0,4,0
CUST03107,53,F,employed,34420,High School,14,4,0,10,694,87196,12,Personal,Yes,1,0.8,0,5,0
CUST03108,24,M,employed,42186,High School,20,4,1,13,663,70220,24,Personal,Yes,0,1.0,0,3,0
CUST03109,62,M,employed,40888,Bachelor,11,2,1,8,619,86908,12,Car Loan,Yes,1,0.57,0,4,0
CUST03110,27,F,retired,41397,High School,5,2,1,9,642,96273,36,Car Loan,No,0,0.98,0,4,0
CUST03111,42,F,employed,34440,High School,20,2,0,9,711,51451,60,Business,Yes,1,0.87,0,4,0
CUST03112,53,F,employed,32886,High School,2,3,0,10,589,9719,24,Crypto-Backed,Yes,0,0.99,0,8,0
CUST03113,37,F,employed,49646,Bachelor,2,7,0,9,620,19239,48,Personal,Yes,1,0.95,0,4,0
CUST03114,44,M,employed,43295,Bachelor,18,3,0,10,642,30744,24,Education,Yes,1,0.34,1,1,0
CUST03115,54,F,employed,28621,Diploma,21,3,1,12,586,10408,36,Car Loan,No,1,0.49,0,5,1
CUST03116,48,F,student,5000,Bachelor,19,4,0,13,527,99130,48,Education,Yes,1,0.92,0,5,0
CUST03117,63,F,student,30895,Bachelor,3,2,1,4,467,71822,12,Crypto-Backed,Yes,1,0.53,0,1,1
CUST03118,61,F,employed,19595,High School,18,1,0,4,626,72606,36,Car Loan,No,1,0.94,0,8,0
CUST03119,59,F,student,26150,Master,13,2,0,19,613,64635,12,Car Loan,Yes,1,0.8,0,5,0
CUST03120,42,M,employed,20168,Diploma,3,6,1,10,672,65660,12,Personal,No,1,0.73,0,3,0
CUST03121,69,F,self-employed,57393,Diploma,7,1,0,7,543,20351,60,Personal,Yes,1,0.94,0,5,0
CUST03122,37,M,employed,57287,Bachelor,18,1,2,14,539,94648,48,Crypto-Backed,No,1,0.46,0,4,0
CUST03123,54,F,student,51370,High School,18,0,0,12,701,83683,60,Car Loan,No,1,0.83,0,10,0
CUST03124,26,F,employed,34992,High School,21,3,0,12,615,41607,36,Business,No,1,0.38,0,5,0
CUST03125,66,F,self-employed,30011,Master,0,1,0,9,651,84587,36,Car Loan,No,1,0.77,0,9,0
CUST03126,26,M,unemployed,17582,Bachelor,21,4,0,10,744,75236,48,Business,No,1,0.71,0,9,0
CUST03127,54,F,employed,53715,Diploma,14,2,1,10,545,48749,36,Business,Yes,1,0.5,0,8,1
CUST03128,21,M,employed,53029,Master,10,2,2,7,685,22863,48,Personal,Yes,1,0.89,0,4,0
CUST03129,30,M,employed,47391,High School,8,2,0,13,620,6334,12,Crypto-Backed,No,1,0.98,0,8,0
CUST03130,41,F,self-employed,23371,High School,2,5,0,17,587,64024,60,Business,Yes,1,0.69,0,4,1
CUST03131,25,M,employed,34944,High School,17,3,2,10,672,25965,36,Education,No,1,0.56,0,8,0
CUST03132,22,F,self-employed,38207,Bachelor,18,5,1,12,666,73254,48,Education,Yes,1,0.33,0,3,1
CUST03133,42,F,student,13496,Diploma,15,4,0,6,712,66148,12,Personal,No,0,0.88,0,8,0
CUST03134,68,M,employed,61432,Bachelor,15,1,0,9,636,25236,48,Crypto-Backed,No,1,0.36,0,5,0
CUST03135,22,F,employed,19724,High School,2,3,1,12,589,42242,24,Education,Yes,1,0.6,0,4,1
CUST03136,30,F,self-employed,28305,Bachelor,17,0,1,8,545,3644,36,Car Loan,Yes,0,0.39,0,5,0
CUST03137,54,M,unemployed,13422,Diploma,12,2,1,6,572,77304,24,Education,No,1,0.77,0,3,1
CUST03138,36,M,retired,36946,High School,19,4,1,13,595,10315,12,Personal,No,1,0.62,0,8,1
CUST03139,68,M,employed,36271,Master,7,2,0,14,532,39747,24,Car Loan,No,1,0.93,0,8,1
CUST03140,59,M,employed,54702,Diploma,6,2,0,8,578,71293,12,Car Loan,Yes,1,0.44,0,3,0
CUST03141,42,M,unemployed,25786,Bachelor,24,5,0,11,660,12481,48,Business,No,0,0.42,0,4,0
CUST03142,32,M,unemployed,23720,High School,23,3,0,6,545,69335,36,Personal,Yes,1,0.81,0,6,1
CUST03143,44,F,self-employed,41202,Bachelor,22,2,0,10,738,46176,36,Mortgage,Yes,1,0.39,0,6,0
CUST03144,67,M,employed,8868,Diploma,21,0,0,8,707,36050,48,Mortgage,No,1,0.45,0,3,0
CUST03145,60,M,employed,59972,Bachelor,18,4,0,12,652,87111,24,Mortgage,Yes,1,0.5,0,4,1
CUST03146,58,F,employed,20175,Bachelor,19,2,1,11,752,67579,60,Personal,No,1,0.51,0,8,1
CUST03147,30,F,student,67254,High School,23,7,0,9,555,29247,60,Personal,No,0,0.48,0,9,0
CUST03148,55,M,employed,28119,Diploma,11,4,1,8,595,18845,48,Education,No,1,0.54,0,4,1
CUST03149,69,M,self-employed,18596,Bachelor,17,3,1,7,529,57090,24,Education,Yes,1,0.49,0,5,1
CUST03150,52,F,self-employed,48746,High School,14,2,0,13,602,47040,60,Personal,Yes,0,0.74,0,3,0
CUST03151,27,M,employed,47882,Master,11,1,0,8,630,75205,36,Personal,No,1,0.74,0,7,0
CUST03152,41,M,employed,48246,Diploma,5,3,0,7,651,17502,60,Car Loan,Yes,1,0.64,0,4,0
CUST03153,40,F,self-employed,41508,Diploma,16,5,1,10,768,60647,12,Education,No,1,0.9,0,6,0
CUST03154,46,M,employed,73595,High School,22,1,1,8,636,22210,36,Education,Yes,1,0.35,0,5,1
CUST03155,24,F,employed,19757,High School,3,6,0,13,696,19243,24,Education,Yes,0,0.67,1,6,0
CUST03156,66,M,employed,60423,Diploma,11,1,0,13,622,28227,24,Crypto-Backed,Yes,1,0.61,0,8,0
CUST03157,42,F,unemployed,15866,High School,16,0,0,15,686,20590,12,Car Loan,Yes,0,0.36,1,6,1
CUST03158,35,F,retired,64778,High School,20,6,0,15,610,76532,24,Mortgage,No,1,0.72,0,5,0
CUST03159,60,F,self-employed,45289,Diploma,4,4,0,10,605,54399,12,Education,No,1,0.44,0,5,0
CUST03160,41,M,unemployed,63390,Diploma,5,2,1,4,752,32153,24,Mortgage,Yes,0,0.62,0,5,0
CUST03161,35,F,self-employed,53381,High School,14,5,1,13,703,36257,60,Business,No,1,0.76,0,6,0
CUST03162,42,M,self-employed,7380,High School,7,3,0,5,656,61615,36,Crypto-Backed,Yes,0,0.51,0,8,1
CUST03163,48,F,retired,34930,Diploma,19,3,1,14,758,21771,36,Crypto-Backed,No,0,0.6,0,3,0
CUST03164,34,F,employed,21201,Bachelor,15,2,2,7,626,11090,36,Car Loan,Yes,1,0.99,0,4,1
CUST03165,47,F,employed,62406,Bachelor,12,1,2,8,678,30469,12,Business,Yes,1,0.66,0,6,0
CUST03166,61,M,retired,52008,Master,22,3,0,13,617,42577,24,Mortgage,Yes,0,0.77,1,4,0
CUST03167,60,M,unemployed,42271,High School,14,4,0,15,609,12356,60,Car Loan,Yes,1,0.33,0,4,1
CUST03168,48,F,employed,33812,High School,19,4,0,13,624,93813,60,Education,Yes,1,0.58,0,8,0
CUST03169,46,M,retired,46352,Diploma,12,6,1,7,688,51740,12,Mortgage,No,1,0.79,1,6,1
CUST03170,69,M,employed,25627,High School,14,1,0,7,418,49982,24,Personal,Yes,1,0.92,0,3,1
CUST03171,22,M,employed,44219,Master,1,2,2,7,595,51831,12,Mortgage,Yes,0,0.35,0,4,1
CUST03172,45,F,self-employed,38150,Diploma,23,2,1,10,821,88327,36,Mortgage,No,1,0.61,0,4,1
CUST03173,23,M,employed,27748,Bachelor,20,6,0,13,780,39926,36,Crypto-Backed,No,1,0.31,0,2,0
CUST03174,28,F,self-employed,50431,High School,19,3,0,10,575,75619,60,Mortgage,Yes,1,0.75,1,3,1
CUST03175,64,F,employed,68287,Master,17,4,0,16,605,30647,60,Mortgage,Yes,1,0.99,0,5,0
CUST03176,53,F,employed,18574,Bachelor,6,3,0,12,760,33269,12,Education,No,1,0.39,0,4,0
CUST03177,62,M,self-employed,54170,Diploma,20,3,1,12,617,36627,24,Business,Yes,1,0.86,1,9,1
CUST03178,55,F,self-employed,27889,Master,8,5,1,10,726,73706,12,Business,Yes,1,0.9,0,5,0
CUST03179,26,M,employed,48760,Master,6,2,1,7,704,56961,24,Crypto-Backed,No,1,0.84,0,4,0
CUST03180,59,M,retired,30742,High School,8,4,0,8,660,13627,60,Crypto-Backed,Yes,1,0.52,0,2,0
CUST03181,43,F,self-employed,35504,High School,11,3,2,8,622,62415,12,Car Loan,No,1,0.91,0,7,0
CUST03182,45,F,employed,36987,High School,9,4,0,12,739,48354,12,Education,No,1,0.93,0,10,0
CUST03183,63,F,employed,60420,Bachelor,9,2,2,9,587,48392,60,Crypto-Backed,No,1,0.73,0,8,1
CUST03184,39,M,unemployed,38619,High School,12,3,0,9,648,66006,36,Education,No,1,0.59,0,2,0
CUST03185,25,M,self-employed,34912,Master,4,0,1,10,666,91994,36,Mortgage,No,1,0.6,0,5,1
CUST03186,31,F,employed,38756,Bachelor,21,5,1,13,648,60339,12,Business,No,1,0.95,1,6,0
CUST03187,32,F,employed,68441,Master,7,3,0,4,709,51252,48,Business,No,1,0.57,1,2,0
CUST03188,30,M,employed,48401,Bachelor,9,3,1,6,659,99879,12,Crypto-Backed,Yes,1,0.36,0,4,0
CUST03189,28,M,employed,30843,Bachelor,5,2,2,5,651,84254,24,Education,Yes,1,0.52,0,10,0
CUST03190,44,F,self-employed,62472,Diploma,10,1,0,13,661,98085,24,Crypto-Backed,Yes,1,0.47,0,5,0
CUST03191,48,M,student,42708,Master,3,6,0,3,596,58094,12,Personal,Yes,1,0.75,0,5,0
CUST03192,61,M,employed,27056,Bachelor,1,2,1,13,649,65178,12,Education,Yes,0,0.34,0,5,0
CUST03193,56,M,student,45905,Bachelor,5,5,1,14,595,63165,48,Mortgage,No,1,0.77,0,6,1
CUST03194,57,M,student,37747,Diploma,12,5,0,17,503,30956,60,Mortgage,Yes,1,0.63,0,5,0
CUST03195,41,M,student,5000,Master,11,1,1,7,716,12202,48,Mortgage,Yes,1,0.71,0,4,0
CUST03196,28,M,retired,44961,Diploma,13,7,0,8,650,89999,48,Personal,No,1,0.54,0,8,0
CUST03197,29,F,unemployed,23869,Master,24,4,2,7,638,59201,60,Car Loan,Yes,0,0.73,0,5,1
CUST03198,67,M,self-employed,20910,Diploma,7,3,1,11,709,20913,24,Crypto-Backed,Yes,1,0.78,0,3,0
CUST03199,35,F,employed,10853,Bachelor,2,6,0,10,563,6339,60,Personal,Yes,1,0.89,0,10,1
CUST03200,68,F,employed,41922,Master,4,5,2,9,668,95299,60,Mortgage,Yes,0,0.39,0,7,1
CUST03201,66,M,student,37787,Bachelor,21,3,0,2,739,6458,48,Business,Yes,1,0.78,0,9,0
CUST03202,60,F,employed,54236,Bachelor,6,2,1,13,782,54680,60,Education,Yes,1,0.63,0,4,0
CUST03203,38,F,employed,28037,Diploma,17,1,1,9,612,86554,48,Crypto-Backed,No,1,0.79,0,4,0
CUST03204,62,F,employed,32780,High School,5,3,1,6,637,71475,12,Mortgage,Yes,1,0.34,0,5,1
CUST03205,40,M,unemployed,69693,Bachelor,17,1,2,11,661,8001,12,Crypto-Backed,Yes,1,0.42,0,5,0
CUST03206,26,F,unemployed,10376,High School,7,2,1,8,569,60507,48,Business,Yes,1,0.6,0,3,0
CUST03207,32,M,employed,58238,Diploma,6,2,1,12,685,91849,12,Personal,Yes,1,0.96,0,8,0
CUST03208,22,F,employed,28303,Diploma,1,2,1,11,677,35680,24,Personal,Yes,0,0.38,0,5,0
CUST03209,27,F,self-employed,86721,High School,3,2,1,7,659,57419,48,Business,Yes,1,0.4,0,3,1
CUST03210,36,F,employed,50832,Bachelor,22,0,0,8,718,65838,60,Mortgage,Yes,1,0.7,0,5,0
CUST03211,23,F,self-employed,30580,High School,8,3,0,13,599,86259,48,Crypto-Backed,No,0,0.36,0,7,1
CUST03212,65,M,employed,19093,Bachelor,15,7,0,9,605,52178,12,Personal,Yes,1,0.32,0,7,0
